Division,Placement,Skipper,Team,Total Score
A,1,Joseph Kiss '17,Yale University,46
A,2,William Macdonald '15,Roger Williams University,48
A,3,Lucas Adams '15,Brown University,53
A,4,Axel Sly '16,Stanford University,61
A,5,Jason D'Agostino '17,Eckerd College,62
A,6,Deirdre Lambert '15,Dartmouth College,65
A,7,Harry Koeppel '17,Boston College,71
A,8,Ryan Bailey '15,Washington College,74
A,9,Bradley Adam '17,St. Mary's College of Maryland,91
A,10,Michael Drumm '15,Harvard University,107
A,11,Caleb Armstrong '16,University of Rhode Island,109
A,12,Max Neubelt '17,U. S. Merchant Marine Academy,110
A,13,Dan Nickerson '15,Tufts University,112
A,14,Arthur Libby '17,SUNY Maritime College,126
A,15,John Silvestri '16,Salve Regina University,127
A,16,Ellis Tonissi '15,Connecticut College,132
A,17,Simone Staff '18,University of California at Santa Barbara,154
A,18,Yann Cudennec '15,McGill University,163
