Division,Placement,Skipper,Team,Total Score
A,1,Connor Astwood '16,Boston University,9
A,2,Alejandro Ruiz-Ramon '15,Tufts University,15
A,3,Ian Barrows '17,Yale University,20
A,4,Patrick Snow '17,U. S. Naval Academy,21
A,5,Michael Gemperline '17,Roger Williams University,29
A,6,Christopher Ford '16,Massachusetts Institute of Technology,30
A,7,Scott Goodrich '16,Northeastern University,30
A,8,Alex Ramos '15,University of Michigan,32
A,9,Michael Zonnenberg '15,University of Vermont,32
A,10,Michael Drumm '15,Harvard University,41
A,11,Michael Croteau '15,Bowdoin College,45
A,12,Colin MURPHY '15,Dartmouth College,48
A,13,Bradley Brown '15,U. S. Coast Guard Academy,49
A,14,Pearson Potts '16,Brown University,51
A,15,Benton Morton '14,North Carolina State University,53
A,16,John Silvestri '16,Salve Regina University,54
A,17,Ellis Tonissi '15,Connecticut College,58
A,18,Patrick Penwell '16,University of Rhode Island,67
A,19,No show,Rochester Institute of Technology,76
A,20,Elizabeth Siegal '16,Columbia University,80
