Division,Placement,Skipper,Team,Total Score
A,1,Andrew Hall '17,Christopher Newport University,9
A,2,Patrick Mazzeo '18,William and Mary,15
A,3,Amanda Attardi '17,Christopher Newport University,22
A,4,Joseph Crouse '16,University of Maryland,33
A,5,Casey Firth '15,University of Virginia,34
A,6,McKay Hanna '17,Virginia Tech,36
A,7,Samuel Haksteen '17,University of Maryland/Baltimore County,38
A,8,Simon Timmerman '16,Salisbury University,45
A,9,Jela-Ni McCarthy '16,Hampton University,49
A,10,Nicole Pease '15,St. John's College,55
A,11,Kathleen Nelsen '17,William and Mary,60
