Division,Placement,Skipper,Team,Total Score
C,1,Erin Mullins '16,Bowdoin College,80
C,2,Brendan Cook '16,Boston University,94
C,3,James Barry '16,Brown University,98
C,4,Ryan Schmitz '15,Boston College,108
C,5,Ian Storck '15,Dartmouth College,110
C,6,Patrick Penwell '16,University of Rhode Island,116
C,7,Kayla Ellis '16,U. S. Coast Guard Academy,118
C,8,Bennett Capozzi '17,Harvard University,124
C,9,Ty Ingram '18,Massachusetts Institute of Technology,147
C,10,Walter Florio '18,Connecticut College,169
C,11,Rolfe Glover '16,Tufts University,170
C,12,Martim Anderson '18,Roger Williams University,179
C,13,Katharina (KB) Knapp '18,Yale University,203
C,14,Matteo Alampi '17,Northeastern University,206
C,15,Mike Kanare '16,University of Vermont,215
C,16,Sean Beaulieu '18,Salve Regina University,228
C,17,Connor Bair-Cucchiaro '15,Bates College,265
C,18,Alexander Calderwood '18,Massachusetts Maritime Academy,267
