Division,Placement,Skipper,Team,Total Score
A,1,Nicholas Clemence '15,St. Mary's College of Maryland,19
A,2,Greiner Hobbs '18,Hobart and William Smith Colleges,25
A,3,Peter Hogan '18,U. S. Naval Academy,28
A,4,Arthur Libby '17,SUNY Maritime College,46
A,5,Alex Woloshyn '17,Cornell University,48
A,6,Adam Keally '15,Fordham University,53
A,7,Austin Powers '17,Christopher Newport University,63
A,8,Andrew Beckmann '15,U. S. Military Academy,70
A,9,Joshua Prucnal '16,University of Maryland,76
A,10,Constantine Spentzos '17,SUNY Stony Brook,91
A,11,Casey Brown '16,Webb Institute,93
A,12,Sara Klik '17,Colgate University,94
A,13,Padraig Loughlin '15,U. S. Merchant Marine Academy,96
A,14,Jonah Burke-Kleinman '16,Queen's University,108
A,15,Adam DeVita '18,Columbia University,114
A,16,Wilson Gregory '18,Rensselaer Polytechnic Institute,117
A,17,Tyler Rochon '18,University of Rochester,136
A,18,Adrija Navarro '15,Princeton University,138
A,19,Daniel Christiani '15,Rochester Institute of Technology,151
A,20,Claire Michaud '18,Syracuse University,158
