Division,Placement,Skipper,Team,Total Score
A,1,Joseph Kiss '17,Yale University,38
A,2,Jack McGuire '17,Bowdoin College,71
A,3,Scott Barbano '17,Tufts University,99
A,4,Devon Rohde '15,U. S. Coast Guard Academy,100
A,5,Caleb Armstrong '16,University of Rhode Island,102
A,6,Domenic Bove '15,Boston College,106
A,7,Brendan Cook '16,Boston University,110
A,8,Megan Yeigh '16,University of Vermont,119
A,9,Sarah Williams '16,Dartmouth College,122
A,10,Sean McLaughlin '15,Massachusetts Maritime Academy,136
A,11,Michael Gemperline '17,Roger Williams University,140
A,12,John Silvestri '16,Salve Regina University,155
A,13,Renee Torrie '18,McGill University,159
A,14,William Dykes '15,University of New Hampshire,169
A,15,Jackson Hamilton '19,Northeastern University,176
