Division,Placement,Skipper,Team,Total Score
A,1,Colin Meade '16,Tufts University,9
A,2,Aaron Klein '18,Tufts University,20
A,3,Evan Gregory '16,Northeastern University,21
A,4,Lewis Fowler-Gerace '15,Wesleyan University,24
A,5,Alexandra Swanson '16,Brown University,30
A,6,Christina Wettersten '15,Massachusetts Institute of Technology,33
A,7,Gabriel Verrier-Paquette '19,McGill University,35
A,8,Stefanie Anderson '18,Boston University,38
A,9,Sarah Hyman '15,Brandeis University,40
A,10,Jade Forsberg '17,Middlebury College,42
A,11,John Zupkus '16 *,Emmanuel College,43
A,12,Carl Noble '17,University of New Hampshire,57
A,13,Martin Hooker '18,University of Connecticut,65
A,14,No show,Brandeis University,68
