Division,Placement,Skipper,Team,Total Score
A,1,Jonathan Lutz '17,St. Mary's College of Maryland,20
A,2,Anders Ekholm '17,Fordham University,51
A,3,Hannah Hughes '17,U. S. Naval Academy,54
A,4,Julian Fraize '18,Stevens Institute of Technology,58
A,5,Chris Myers '15,Drexel University,58
A,6,Sara Klik '17,Colgate University,87
A,7,Liam Boyle '16,Ocean County College,97
A,8,Amanda Attardi '17,Christopher Newport University,99
A,9,Constantine Spentzos '17,SUNY Stony Brook,105
A,10,Alexander Smith '17,Washington College,108
A,11,Samuel Keesee '17,William and Mary,121
A,12,Cody Murphy '17,SUNY Stony Brook,132
A,13,Carolyn Kearney '18,University of Pennsylvania,162
A,14,Sarah Culp '17,Penn State University,163
A,15,Sydney Mandelbaum '17,Princeton University,164
A,16,Taylor Niles '17,Rutgers University,179
A,17,Peter Lander '15,Bucknell University,195
A,18,Nicole Edwards '18,Columbia University,213
