Division,Placement,Skipper,Team,Total Score
B,1,Brian Hickman '15,Oregon State University,13
B,2,Miles Johannson '18 *,Western Washington University,14
B,3,Ryan Fritsen '14,University of Oregon,16
B,4,Elsa Balton '17,Western Washington University,22
B,5,Sierra Prior '16,Portland State University,33
B,6,Alexa Swartz '17,University of Oregon,34
B,7,Alexander Muschler '16,Oregon State University,36
B,8,Emily Right '18 *,Lewis and Clark College,38
B,9,Magdalene Epp '18,Lewis and Clark College,44
B,10,Ezra Boyer '18,University of Washington,47
B,11,Russell Sutter '16,University of Oregon,57
B,12,Emma Franz '15,University of Puget Sound,58
B,13,Weiler Shafer '17,University of Puget Sound,60
B,14,No show,University of Washington,74
