Division,Placement,Skipper,Team,Total Score
A,1,Luke Muller '18,Stanford University,22
A,2,Kieran Chung '15,Stanford University,33
A,3,Stephen Long '17,University of California at Santa Barbara,60
A,4,Drake Jensen '18,California Maritime Academy,68
A,5,Richard Didham '18,University of California at Berkeley,80
A,6,Jeremy Hitchcock '17,University of Hawaii,103
A,7,Kyle Larsen '18,California Maritime Academy,110
A,8,Giacomo Paoletti '15,University of Hawaii,112
A,9,Dylan Ale '15,Santa Clara University,138
A,10,Nicolas Delfino '16,University of California at San Diego,139
