Division,Placement,Skipper,Team,Total Score
A,1,Raul Rios '16,Boston College,44
A,2,Michael Zonnenberg '15,University of Vermont,45
A,3,Alejandro Ruiz-Ramon '15,Tufts University,47
A,4,Graham Landy '15,Yale University,67
A,5,Scott Houck '15,Dartmouth College,76
A,6,Connor Astwood '16,Boston University,79
A,7,Bryce Kopp '16,Connecticut College,80
A,8,Jack McGuire '17,Bowdoin College,82
A,9,Avery Fanning '16,U. S. Coast Guard Academy,84
A,10,Brian Drumm '15,Harvard University,86
A,11,William Macdonald '15,Roger Williams University,86
A,12,Lucas Adams '15,Brown University,93
A,13,Caleb Armstrong '16,University of Rhode Island,101
A,14,Alexander Stewart '17,Massachusetts Institute of Technology,113
A,15,Scott Goodrich '16,Northeastern University,143
A,16,John Silvestri '16,Salve Regina University,154
A,17,Yann Cudennec '15,McGill University,165
A,18,Michael Rottier '15,University of Connecticut,171
