Division,Placement,Skipper,Team,Total Score
A,1,Alexander Curtiss '16,St. Mary's College of Maryland,41
A,2,Alex Post '15,Georgetown University,66
A,3,Brendan Shanahan '17,George Washington University,69
A,4,Augie Dale '18,Old Dominion University,74
A,5,Veronica Maccari '17,Hampton University,78
A,6,Christopher Craven '16,University of Virginia,95
A,7,Joshua Prucnal '16,University of Maryland,98
A,8,Nicholas Price '16,Virginia Tech,106
A,9,Peter Hogan '18,U. S. Naval Academy,110
A,10,Austin Powers '17,Christopher Newport University,141
A,11,Scott Guinn '15,William and Mary,150
A,12,Thomas Zanowic '15,Loyola University Maryland,156
A,13,Sarah Seski '15,Catholic University of America,201
A,14,Cody Murphy '16,SUNY Stony Brook,203
A,15,Branham Talton '15,St. John's College,214
