Division,Placement,Skipper,Team,Total Score
B,1,Greiner Hobbs '18,Hobart and William Smith Colleges,14
B,2,Kyle Burgess '17,St. Mary's College of Maryland,22
B,3,Jimmy Madigan '18,U. S. Naval Academy,24
B,4,Clayton Sasaki '18,Cornell University,30
B,5,Soren Walljasper '17,University of Wisconsin,42
B,6,Erik Weis '18,Dartmouth College,43
B,7,Jacob Spracher '15,Old Dominion University,43
B,8,Mason Wolters '18,University of Michigan,50
B,9,Rory Mess '16,University of Buffalo,63
B,10,Jacob Bruce '16,Northwestern University,67
B,11,Allison Price '16,Jacksonville University,76
B,12,Padraig Loughlin '15,U. S. Merchant Marine Academy,78
B,13,Willa Cassidy-Gardner '17,Skidmore College,86
B,14,Nicole Edwards '18,Columbia University,97
