Division,Placement,Skipper,Team,Total Score
A,1,Eddie Cox '16,Hobart and William Smith Colleges,16
A,2,Ryan Seago '14,University of Michigan,26
A,3,Charles Bocklet '17,University of Wisconsin,36
A,4,Hunter Johnstone '16,Dartmouth College,37
A,5,Joseph David '16,Old Dominion University,38
A,6,Peter Hidley '17,Jacksonville University,43
A,7,Duncan Howes '15,Cornell University,45
A,8,Jonathan Lutz '17,St. Mary's College of Maryland,53
A,9,Patrick Snow '17,U. S. Naval Academy,55
A,10,Griffin Orr '15,University of Buffalo,60
A,11,Adam DeVita '18,Columbia University,72
A,12,Vincent Storino '18,U. S. Merchant Marine Academy,76
A,13,Travis Cottle '15,Northwestern University,82
A,14,Andrew Lowy '15,Skidmore College,97
