Division,Placement,Skipper,Team,Total Score
B,1,Alexander Tong '17,Tufts University,8
B,2,Margaret Swanson '16,Boston University,15
B,3,Claire Lockard '18,Northeastern University,20
B,4,Meghan Colwell '16,Middlebury College,23
B,5,Abe Kipnis '18,Wesleyan University,25
B,6,Emma Davis '17,Brown University,30
B,7,Ballard Blair '18,Tufts University,38
B,8,Ben Eley '18 *,Emmanuel College,40
B,9,Kevin Wilkinson '17,McGill University,40
B,10,Erin Skeens '15,Brandeis University,46
B,11,Kathryn Schulz '16,University of New Hampshire,53
B,12,Herbert Mehnert '15,Massachusetts Institute of Technology,59
B,13,No show,Brandeis University,61
B,14,Jonathan Huzil '17,University of Connecticut,67
