Division,Placement,Skipper,Team,Total Score
A,1,Michael Trebilcock '17,University of South Florida,8
A,2,Charlie Bess '17,University of South Florida,9
A,3,John Reddaway '15,Georgia Institute of Technology,13
A,4,Dylan Marohn '16,Texas A&M University at Galveston,14
A,5,Nick Watts '18,Tulane University,14
A,6,Bradley Shaw '16,Texas A&M University,16
A,7,Michael Sager '15,Texas A&M University at Galveston,19
A,8,Trey Hartman '15,Texas A&M University at Galveston,25
A,9,Masie Comen '15,University of Texas,25
A,10,Alexander Judd '16,University of Texas,28
A,11,Zelun Wang '16,Rice University,31
A,12,Morgan Frakes '17,Texas A&M University,35
A,13,Conner Sims '15,University of North Texas,37
