Division,Placement,Skipper,Team,Total Score
C,1,Ian Walter '16,University of Wisconsin,9
C,2,Emily Fontaine '14,Northwestern University,11
C,3,Jack Greve '15,Western Michigan University,16
C,4,Megan McMahon '17,University of Wisconsin,18
C,5,Teresa Westin '16,University of Minnesota,22
C,6,Christopher Ponsonby '17,University of Wisconsin Milwaukee,30
C,7,Taylor Valentor '16,University of Illinois - Chicago,33
C,8,Margaret Parker '17,Northwestern University,38
C,9,Kegan Leizerman '16,Northwestern University,39
C,10,Carl Byers '14,Lawrence University,40
