Division,Placement,Skipper,Team,Total Score
B,1,Antoine Screve '16,Stanford University,18
B,2,Stephen Long '17,University of California at Santa Barbara,30
B,3,Madeline Kennedy '14,University of Hawaii,40
B,4,John Hill '13,California State University Long Beach,65
B,5,Francesca Cappellini '16,Santa Clara University,70
B,6,John Coakley '16,University of Southern California,72
B,7,Jacob Hiew '15,University of California at Berkeley,96
B,8,Nicholas Weis '15,University of California at Irvine,97
B,9,John Olson '14,University of California at San Diego,100
B,10,Graham Gooding '16,Cal Poly University S.L.O.,104
B,11,Olivia Gibbons '17,California State University Monterey Bay,112
B,12,Alex Verdoia '15,University of California at Santa Cruz,121
