Division,Placement,Skipper,Team,Total Score
B,1,IG Schottlaender '14,Connecticut College,18
B,2,Alex Post '15,Georgetown University,29
B,3,Antoine Screve '16,Stanford University,29
B,4,Scott Houck '15,Dartmouth College,30
B,5,Mary Hall '15,U. S. Naval Academy,31
B,6,Ryan Davidson '16,College of Charleston,31
B,7,Nikole Barnes '17,U. S. Coast Guard Academy,37
B,8,Michael Lee '14,University of Wisconsin,47
B,9,Alejandro Ruiz-Ramon '15,Tufts University,51
B,10,Stephen Long '17,University of California at Santa Barbara,57
B,11,Maximiliano Agnese '16,University of Pennsylvania,62
B,12,Ian Ikeda '17,Jacksonville University,68
B,13,Christopher Craven '16,University of Virginia,76
B,14,Ryan Seago '14,University of Michigan,78
B,15,Jacob Hafemeister '16,Texas A&M University at Galveston,89
B,16,Cody Odou '17,Oregon State University,89
B,17,James Montgomery '17,New College of Florida,103
B,18,Isak Peterson '15,University of Wisconsin Milwaukee,103
