Division,Placement,Skipper,Team,Total Score
A,1,Christopher Stocke '15,University of South Florida,13
A,2,Jake Reynolds '16,College of Charleston,24
A,3,Robert Savoie '14,Eckerd College,29
A,4,Edwin Strong '15,Clemson University,44
A,5,John Reddaway '15,Georgia Tech,48
A,6,Cole Barney '14,University of North Carolina at Wilmington,50
A,7,Sophia Schultz '17,New College of Florida,51
A,8,Benton Morton '14,North Carolina State University,55
A,9,Daniel Lawless '17,Jacksonville University,59
A,10,Blake Pierce '14,Rollins College,67
