Division,Placement,Skipper,Team,Total Score
C,1,Juan Perdomo '17,Harvard University,49
C,2,Nathan Fields '17,Old Dominion University,51
C,3,James Beatty '17,Tufts University,67
C,4,Jacob La Dow '15,St. Mary's College of Maryland,89
C,5,Colin Kennedy '17,George Washington University,100
C,6,Dylan Finneran '15,U. S. Coast Guard Academy,100
C,7,Philip Youngberg '15,U. S. Naval Academy,105
C,8,Sean Burke '17,Hobart and William Smith Colleges,130
C,9,Austin Neuman '16,U. S. Merchant Marine Academy,141
C,10,Matthew Lyons '17,Bowdoin College,143
C,11,Matthew Schoene '15,SUNY Maritime College,145
C,12,Henry O'Brien '15,University of Vermont,153
C,13,Thomas Gallagher '16,Dartmouth College,158
C,14,Daniel Kraus '17,Fordham University,173
C,15,Alexander Rudkin '14,Roger Williams University,173
C,16,Joe Farned '17,University of Pennsylvania,183
C,17,Patrick Penwell '16,University of Rhode Island,215
C,18,Sydney Mandelbaum '17,Princeton University,226
C,19,Peter Grimmer '16,University of Wisconsin,235
C,20,Jordan Cornell '17,University of Virginia,270
