Division,Placement,Skipper,Team,Total Score
A,1,Nevin Snow '16,Georgetown University,20
A,2,William Haeger '14,Tufts University,27
A,3,Kevin Martland '14,Connecticut College,30
A,4,Jake Reynolds '16,College of Charleston,33
A,5,Michael Grove '14,U. S. Naval Academy,42
A,6,Avery Fanning '16,U. S. Coast Guard Academy,43
A,7,Oliver Toole '14,Stanford University,44
A,8,Matthew Wefer '14,Dartmouth College,44
A,9,Alex Ramos '15,University of Michigan,50
A,10,Ian Stokes '16,University of California at Santa Barbara,54
A,11,Jack Swikart '15,University of Pennsylvania,56
A,12,George Kutschenreuter '15,University of Wisconsin,58
A,13,Christopher Stessing '14,University of Virginia,61
A,14,Trey Hartman '15,Texas A&M University at Galveston,82
A,15,Daniel Lawless '17,Jacksonville University,88
A,16,Brian Hickman '15,Oregon State University,95
A,17,Benjamin Otten '14,University of Wisconsin Milwaukee,96
A,18,Cornell Lee '16,New College of Florida,103
