Division,Placement,Skipper,Team,Total Score
A,1,Charles Lalumiere '17,Dartmouth College,42
A,2,Nathan Allman '16,Brown University,57
A,3,Maarten Eenkema Van Dijk '14,Northeastern University,64
A,4,Juan Perdomo '17,Harvard University,66
A,5,Joseph Paggi '16,Massachusetts Institute of Technology,70
A,6,Michael Booker '15,University of Vermont,72
A,7,Allyson Donahue '17,Boston College,86
A,8,Samuel Cushing '15,University of Rhode Island,96
A,9,John Silvestri '16,Salve Regina University,101
A,10,Conor Fowler '14,Boston University,107
A,11,Edward Moan '14,Bates College,126
A,12,Sean Willerford '14,Middlebury College,143
A,13,William Dykes '15,University of New Hampshire,149
