Division,Placement,Skipper,Team,Total Score
A,1,Graham Landy '15,Yale University,71
A,2,William Haeger '14,Tufts University,98
A,3,Nevin Snow '16,Georgetown University,102
A,4,Esteban Forrer '16,Old Dominion University,120
A,5,Matthew Wefer '14,Dartmouth College,126
A,6,Christopher Stocke '15,University of South Florida,133
A,7,Kieran Chung '15,Stanford University,137
A,8,Michael Grove '14,U. S. Naval Academy,139
A,9,Avery Fanning '16,U. S. Coast Guard Academy,142
A,10,Raul Rios '16,Boston College,142
A,11,Jake Reynolds '16,College of Charleston,146
A,12,Adam Pokras '14,University of Hawaii,153
A,13,Jack McGuire '17,Bowdoin College,159
A,14,George Kutschenreuter '15,University of Wisconsin,167
A,15,Joshua Greenslade '14,St. Mary's College of Maryland,169
A,16,Lucas Adams '15,Brown University,179
A,17,Kevin Martland '14,Connecticut College,187
A,18,Brian Drumm '15,Harvard University,195
