Division,Placement,Skipper,Team,Total Score
A,1,John Reddaway '15,Georgia Institute of Technology,5
A,2,David Rogers '15,North Carolina State University,19
A,3,Christopher Moe '17,The Citadel,20
A,4,Lillian Brown '17,Vanderbilt University,23
A,5,Brent DeAngelis '16,Auburn University,27
A,6,Jeffrey Pyles '14,University of North Carolina at Wilmington,29
A,7,Joshua Kim '17,Georgia Institute of Technology,32
A,8,Sullivan Madewell '14,Auburn University,34
A,9,Nichole Palen '14,North Carolina State University,37
A,10,Henry Taylor '17,University of Georgia,49
