Division,Placement,Skipper,Team,Total Score
B,1,Benton Morton '14,North Carolina State University,9
B,2,Adam Kaplon '15,Vanderbilt University,11
B,3,Jared Chrysostom '15,The Citadel,16
B,4,Matthew Salley '14,Georgia Institute of Technology,19
B,5,Kailey Savacool '16,University of North Carolina at Wilmington,20
B,6,Marc Celestini '16,North Carolina State University,36
B,7,Michael Stolorena '15,University of Georgia,37
B,8,Gins Holde '15,Georgia Institute of Technology,38
B,9,Jonathan Ashworth '16,Auburn University,42
B,10,Cailyn Gray '16,Auburn University,47
