Division,Placement,Skipper,Team,Total Score
A,1,Hawks,Roger Williams University,258
A,2,Jumbos,Tufts University,267
A,3,Terriers,Boston University,277
A,4,Camels,Connecticut College,288
A,5,Rams,University of Rhode Island,299
A,6,Bears,U. S. Coast Guard Academy,367
A,7,Bears,Brown University,368
A,8,Huskies,Northeastern University,415
A,9,Seahawks,Salve Regina University,541
