Division,Placement,Skipper,Team,Total Score
B,1,Hanna Vincent '14,Massachusetts Institute of Technology,27
B,2,Molly McKinney '14,Stanford University,48
B,3,Corina Radtke '14,Old Dominion University,48
B,4,Katia DaSilva '15,Georgetown University,55
B,5,Carolyn Naughton '14,Boston College,57
B,6,Chanel Miller '14,University of Rhode Island,58
B,7,Solvig Sayre '14,Eckerd College,59
B,8,Johanna Kincaid '15,Brown University,65
B,9,Brooke Lyon '14,Hobart and William Smith Colleges,74
B,10,Alison Kent '16,University of Minnesota,86
B,11,Olivia Godfrey '17,University of California at Santa Barbara,102
B,12,Ryan Murphy '15,Texas A&M University at Galveston,114
B,13,Kailey Savacool '16,University of North Carolina at Wilmington,125
B,14,Jeanne Currie '16,University of British Columbia,132
