Division,Placement,Skipper,Team,Total Score
A,1,Graham Landy '15,Yale University,10
A,2,Esteban Forrer '16,Old Dominion University,22
A,3,Brian Drumm '15,Harvard University,26
A,4,Christopher Stocke '15,University of South Florida,26
A,5,Raul Rios '16,Boston College,28
A,6,Jack McGuire '17,Bowdoin College,29
A,7,Adam Pokras '14,University of Hawaii,33
A,8,Joshua Greenslade '14,St. Mary's College of Maryland,37
A,9,Lucas Adams '15,Brown University,38
A,10,Robert Savoie '14,Eckerd College,44
A,11,Connor Godfrey '16,Fordham University,53
A,12,Eric Siegel '16,Washington College,64
A,13,Mark Ryan '15,California State University Long Beach,69
A,14,Kris Thompson '16,University of Washington,72
A,15,Drake Lundeen '14,University of Minnesota,72
A,16,Edwin Strong '15,Clemson University,73
A,17,Alexandra Payne '15,Tulane University,77
A,18,Mike Flanigan '15,University of Notre Dame,82
