Division,Placement,Skipper,Team,Total Score
A,1,Rachel Bryer '17,University of Rhode Island,32
A,2,Erika Reineke '16,Boston College,49
A,3,Sky Adams '14,Brown University,56
A,4,Andrea Luna '15,Old Dominion University,58
A,5,Sarah Mace '14,Stanford University,60
A,6,Chloe Lepert '15,Massachusetts Institute of Technology,63
A,7,Arielle DeLisser '14,Hobart and William Smith Colleges,63
A,8,Melany Johnson '15,Eckerd College,69
A,9,Mary Kate Mezzetti '16,Georgetown University,70
A,10,Emily Oltrogge '15,University of Minnesota,73
A,11,Ginger Luckey '16,University of California at Santa Barbara,90
A,12,Cassie Todd '16,University of North Carolina at Wilmington,119
A,13,Ser Gin Ong '15,University of British Columbia,120
A,14,Kayla Sjoberg '14,Texas A&M University at Galveston,130
