Division,Placement,Skipper,Team,Total Score
B,1,Soren Walljasper '17,University of Wisconsin,5
B,2,Isak Peterson '15,University of Wisconsin Milwaukee,12
B,3,Molly Sitter '15,University of Wisconsin,13
B,4,Robert Johnston '15,Northwestern University,13
B,5,Vytenis Karaitis '14,Western Michigan University,18
B,6,Brian Moy '14,University of Illinois - Chicago,27
B,7,Bill White '16,Northwestern University,28
B,8,Cameron Tehranchi '17,Northwestern University,38
B,9,Yu Kimura '16,Lawrence University,44
B,10,Lindsey Puccio '16,University of Minnesota,44
