Division,Placement,Skipper,Team,Total Score
A,1,Rachel Bryer '17,University of Rhode Island,101
A,2,Kelsey Wheeler '14,Dartmouth College,124
A,3,Marlena Fauer '14,Yale University,126
A,4,Marissa Lihan '14,U. S. Naval Academy,131
A,5,Clerc Cooper '15,College of Charleston,133
A,6,Sky Adams '14,Brown University,145
A,7,Andrea Luna '15,Old Dominion University,147
A,8,Kaylee Schwitzer '15,Bowdoin College,150
A,9,Liz Dubovik '15,Connecticut College,156
A,10,Adelaide Ferguson '17,Fordham University,182
A,11,Devon Rohde '15,U. S. Coast Guard Academy,188
A,12,Jennifer Borshoff '15,Cornell University,189
A,13,Marissa Golison '16,St. Mary's College of Maryland,192
A,14,Annie Schmidt '14,Roger Williams University,202
A,15,Mary Kate Mezzetti '16,Georgetown University,215
A,16,Margaret Bacon '14,Tufts University,222
A,17,Arielle DeLisser '14,Hobart and William Smith Colleges,236
A,18,Hannah McNomee '16,George Washington University,240
