Division,Placement,Skipper,Team,Total Score
B,1,Connor Astwood '16,Boston University,27
B,2,Ian Stokes '16,University of California at Santa Barbara,35
B,3,Austin Powers '17,Christopher Newport University,37
B,4,Bradley Milliken '14,U. S. Coast Guard Academy,39
B,5,Michael Lee '14,University of Wisconsin,41
B,6,Bradley Adam '17,St. Mary's College of Maryland,41
B,7,Ryan Bailey '15,Washington College,48
B,8,Ryan Seago '14,University of Michigan,50
B,9,John Hill '13,California State University Long Beach,50
B,10,Ian Ikeda '17,Jacksonville University,52
B,11,Kyle Sutter '16,College of Charleston,54
B,12,Sarah Mackey '16,College of Charleston,63
B,13,Corina Radtke '14,Old Dominion University,65
B,14,Massimo Mazzolini '17,Georgetown University,68
B,15,John Silvestri '16,Salve Regina University,71
B,16,David Rogers '15,North Carolina State University,84
B,17,John Roberts '17,Clemson University,97
B,18,Scott Claudon '16,Georgia Institute of Technology,104
