Division,Placement,Skipper,Team,Total Score
A,1,Timothy Siemers '16,Eckerd College,16
A,2,Stuart Fisher '16,Miami University,19
A,3,William Floyd '16,Denison University,48
A,4,Joel Florek '15,Michigan Technological University,57
A,5,Dante Iozzo '16,University of Buffalo,67
A,6,Kevin Miller '15,University of Notre Dame,69
A,7,Vytenis Karaitis '14,Western Michigan University,72
A,8,David Aspery '16,Ohio State University,73
A,9,Colin Mackay '17,University of Toledo,81
A,10,Andrew Lenzo '16,Ohio State University,90
A,11,Taylor Sackett '17,Ohio University,112
A,12,none,Ohio University,122
