Division,Placement,Skipper,Team,Total Score
B,1,Hanna Vincent '14,Massachusetts Institute of Technology,67
B,2,Molly McKinney '14,Stanford University,74
B,3,Marlena Fauer '14,Yale University,83
B,4,Marissa Lihan '14,U. S. Naval Academy,86
B,5,Claudia Taselaar '17,Georgetown University,100
B,6,Allyson Donahue '17,Boston College,101
B,7,Corina Radtke '14,Old Dominion University,104
B,8,Grace Lucas '14,College of Charleston,104
B,9,Amina Brown '17,University of Vermont,124
B,10,Solvig Sayre '14,Eckerd College,126
B,11,Carolyn Smith '17,St. Mary's College of Maryland,128
B,12,Quinn Howes '16,Cornell University,147
B,13,Olivia Godfrey '17,University of California at Santa Barbara,147
B,14,Maria Sinagra '16,George Washington University,150
B,15,Alison Kent '16,University of Minnesota,156
B,16,Cecilia Jansson '15,University of Hawaii,157
B,17,Leslie Poole '16,University of Wisconsin,158
B,18,Kelly McGlynn '15,Brown University,160
B,19,Alison Knoles '17,University of South Florida,165
B,20,Christine Moloney '17,Hobart and William Smith Colleges,183
