Division,Placement,Skipper,Team,Total Score
A,1,Benjamin Otten '14,University of Wisconsin Milwaukee,7
A,2,Jacob Bruce '16,Northwestern University,10
A,3,Charles Bocklet '17,University of Wisconsin,12
A,4,James Sitter '17,University of Wisconsin,15
A,5,Isabella Hamilton '17,University of Minnesota,18
A,6,Ryan Mabie '16,Western Michigan University,24
A,7,Olivia Zwierski-Moran '16,University of Illinois - Chicago,29
A,8,Carson Potter '14,Northwestern University,34
A,9,Thomas Chesnutt '14,Lawrence University,36
A,10,Madin Akpo-Esambe '17,Northwestern University,37
