Division,Placement,Skipper,Team,Total Score
B,1,Jennifer Borshoff '15,Cornell University,8
B,2,Christian Geary '14,Stevens Institute of Technology,10
B,3,Wesley Yland '15,Webb Institute,16
B,4,Luke Miller '15,University of Buffalo,17
B,5,Nicholas Pardini '16,Syracuse University,21
B,6,Stewart Draheim '16,Hobart and William Smith Colleges,26
B,7,Mia Cooper '14,Fordham University,32
B,8,Jennifer Kempton '13,Ocean County College,36
B,9,Alex Heid '15,Villanova University,38
B,10,Lucy Cobbs '14,Princeton University,40
B,11,Matthew Pavlos '15,University of Rochester,42
B,12,Ross Swerling '16,Rochester Institute of Technology,44
B,13,Logan Shire '16,Rensselaer Polytechnic Institute,51
B,14,Morgan Beals '13,Colgate University,52
B,15,Victor Ladd '15,U. S. Military Academy,57
B,16,Evan Wall '15,Penn State University,57
