Division,Placement,Skipper,Team,Total Score
B,1,Kayla McComb '13,St. Mary's College of Maryland,32
B,2,Jennifer Borshoff '15,Cornell University,40
B,3,Marissa Lihan '14,U. S. Naval Academy,54
B,4,Rachel Austin '14,Old Dominion University,70
B,5,Mary Kate Mezzetti '16,Georgetown University,72
B,6,Liana Folger '15,Hobart and William Smith Colleges,77
B,7,Madeleine Sims '16,Fordham University,102
B,8,Mary Margaret Meehan '15,Columbia University,107
B,9,Mary Buhl '14,Christopher Newport University,120
B,10,Alex Hitchcock '15,George Washington University,134
B,11,Kaitlynn Menoche '15,William and Mary,151
B,12,Siobhan Ryan '16,Washington College,156
B,13,Adrija Navarro '15,Princeton University,159
B,14,Nicole Czegledy '17,Queen's University,210
