Division,Placement,Skipper,Team,Total Score
A,1,Alex Graves '15,Ohio State University,24
A,2,Bill Weiland '14,Michigan State University,30
A,3,Patrick Farrell '13,Marquette University,39
A,4,Michael Brandes '15,University of Notre Dame,42
A,5,Madison Eger '16,Miami University,45
A,6,none,Bowling Green State University,84
