Division,Placement,Skipper,Team,Total Score
A,1,Reed Baldridge '16,College of Charleston,15
A,2,Samuel Hodges '13,Auburn University,37
A,3,none,The Citadel,43
A,4,none,University of North Carolina at Wilmington,44
A,5,Hugh Forester-Bennett '13,Clemson University,48
A,6,William Duncan '14,Clemson University,56
A,7,Daniel Moore '12,Jacksonville University,66
A,8,John MacAdam '15,North Carolina State University,78
A,9,none,University of Georgia,78
A,10,AROLDO DE RIENZO '13,Georgia Institute of Technology,95
