Division,Placement,Skipper,Team,Total Score
B,1,David Berry '16,University of Victoria,14
B,2,Kris Thompson '16,University of Washington,37
B,3,Jake Fetterman '15,Western Washington University,39
B,4,Robin Gropp '16,Lewis and Clark College,41
B,5,Alyce Flanagan '13,University of Washington,49
B,6,Taylor Martin '16,Western Washington University,54
B,7,Ross Jespersen '16,University of Victoria,57
B,8,Aidan Koster '15,University of Victoria,58
B,9,Margaret Okrasinski '15,Western Washington University,59
B,10,Alexander Halliday '16,Western Washington University,66
B,11,Jeanne Currie '16,University of British Columbia,78
B,12,Brock Poesiat '16,University of Victoria,93
B,13,Jake Antles '13,University of Washington,99
B,14,William Service '15,University of Puget Sound,110
B,15,Reid Henry '16,Western Washington University,121
B,16,Thane Gill '15,Western Washington University,129
B,17,Eric Nathanson '16,University of Puget Sound,138
B,18,Hope Odendahl '16,Western Washington University,144
B,19,Aaron Meyers '15,Western Washington University,145
B,20,Chris Chaves '14,Western Washington University,150
