Division,Placement,Skipper,Team,Total Score
B,1,Stuart Fisher '16,Miami University,20
B,2,Elizabeth Dust '15,Michigan State University,30
B,3,Thomas Irwin '13 *,University of Toledo,34
B,4,Evan Graves '13,Ohio University,39
B,5,Halle Harklau '15,Wittenberg University,45
B,6,Gwendolyn Mulvey '13,Ohio State University,51
B,7,Peter Hilsch '16 *,Miami University,52
B,8,Tara Foster '14,Denison University,59
B,9,Daniel Clark '15,University of Akron,61
B,10,David Aspery '16,Ohio State University,66
B,11,Sam Logan '14,Bowling Green State University,74
B,12,Steven Mauter '13,Bowling Green State University,93
