Division,Placement,Skipper,Team,Total Score
B,1,Raul Rios '16,Boston College,88
B,2,Scott Houck '15,Dartmouth College,112
B,3,Esteban Forrer '16,Old Dominion University,118
B,4,Michael Grove '14,U. S. Naval Academy,126
B,5,Sean Golden '16,Georgetown University,129
B,6,William Macdonald '15,Roger Williams University,140
B,7,Pearson Potts '16,Connecticut College,158
B,8,Kieran Chung '15,Stanford University,159
B,9,Avery Fanning '16,U. S. Coast Guard Academy,160
B,10,Christopher Ford '16,Massachusetts Institute of Technology,162
B,11,John Wallace '14,St. Mary's College of Maryland,166
B,12,Edward Stokes '15,University of Virginia,172
B,13,David Harrison '13,University of South Florida,179
B,14,Michael Drumm '15,Harvard University,206
B,15,Samuel Bedinger '13,Washington College,229
B,16,Nick Valente '16,SUNY Maritime College,253
B,17,Laura Hernandez '15,University of Miami,254
B,18,Christina Johns '13,University of Pennsylvania,269
