Division,Placement,Skipper,Team,Total Score
A,1,Jumbos,Tufts University,153
A,2,Catamounts,University of Vermont,179
A,3,Jumbalaya,Tufts University,188
A,4,Camels,Connecticut College,225
A,5,Bulldogs,Yale University,247
A,6,Elis,Yale University,247
A,7,Bears,Brown University,251
A,8,Huskies,Northeastern University,401
