Division,Placement,Skipper,Team,Total Score
A,1,none,University of Vermont,17
A,2,none,Dartmouth College,29
A,3,none,Northeastern University,36
A,4,none,Boston University,40
A,5,none,Bowdoin College,46
A,6,none,Providence College,48
A,7,none,Tufts University,62
A,8,none,Salve Regina University,65
A,9,none,Brandeis University,77
A,10,none,Middlebury College,79
A,11,none,Bates College,80
A,12,none,University of New Hampshire,80
A,13,none,U. S. Coast Guard Academy,91
A,14,Johannes Raatz '15,Amherst College,93
A,15,none,University of Connecticut,117
A,16,none,Williams College,136
