Division,Placement,Skipper,Team,Total Score
A,1,none,Western Washington University,16
A,2,Antoine Screve '16,Stanford University,23
A,3,John Hill '13,California State University Long Beach,30
A,4,none,Western Washington University,33
A,5,none,University of California at Santa Barbara,41
A,6,Megan Hayes '13,University of California at Berkeley,41
A,7,none,University of California at Santa Barbara,42
A,8,Raymond Lynch '12,California Maritime Academy,48
A,9,John Ortel '15,Stanford University,53
A,10,Alessandro Marazzi Sassoon '14,University of Southern California,53
A,11,Saul Rosen '15,University of California at Berkeley,61
A,12,Timothy Pilegard '14,University of California at Los Angeles,74
A,13,none,University of California at San Diego,75
A,14,none,University of California at Los Angeles,80
A,15,Frank Ma '13,University of California at Berkeley,81
A,16,Arek Chucovich '13,University of Oregon,87
A,17,Janet Rumsey '13,California State University Monterey Bay,103
A,18,Ellen Suder '16,University of California at Irvine,107
A,19,none,University of California at San Diego,108
A,20,Desmond Krueger '14,University of California at Davis,111
