Division,Placement,Skipper,Team,Total Score
B,1,Connor Corgard '16,Roger Williams University,11
B,2,Colin Meade '16,Tufts University,18
B,3,Cali Warner '16,Massachusetts Institute of Technology,20
B,4,Rolfe Glover '16,Tufts University,28
B,5,Reid Secondo '16,Brown University,35
B,6,Sarah Stubbs '16,Tufts University,39
B,7,Ansel Duff '15,Harvard University,40
B,8,none,Boston University,44
B,9,none,Northeastern University,51
B,10,Andrew Angione '13,University of New Hampshire,52
B,11,Sarah Mountjoy '14,Massachusetts Institute of Technology,65
B,12,none,Boston University,68
B,13,none,Wellesley College,75
