Division,Placement,Skipper,Team,Total Score
A,1,Nathan Allman '16,Brown University,13
A,2,Tristan Janowicz '16,Providence College,22
A,3,Colin Meade '16,Tufts University,22
A,4,Becker Awqatty '14,Northeastern University,25
A,5,Simon Li '14,McGill University,50
A,6,Brendan Griffiths '14,Mitchell College,51
A,7,Topher Tortolani '15 *,Sacred Heart University,55
A,8,Elizabeth Morgan '13,Wellesley College,59
A,9,Earl Lin '15,Wesleyan University,64
