Division,Placement,Skipper,Team,Total Score
A,1,Jake Reynolds '16,College of Charleston,41
A,2,Kevin Martland '14,Connecticut College,59
A,3,Maarten Eenkema Van Dijk '14,Northeastern University,60
A,4,Gordon Wolcott '13,University of Virginia,65
A,5,Caleb Armstrong '16,University of Rhode Island,69
A,6,Ian Towill '14,Boston University,79
A,7,Avery Fanning '16,U. S. Coast Guard Academy,86
A,8,Kyle Carney '13,Salve Regina University,87
A,9,Alden Sonnenfeldt '13,Cornell University,89
A,10,Griffin Orr '15,University of Buffalo,96
A,11,Joan Boyle '14,Drexel University,98
A,12,Michael Croteau '15,Bowdoin College,102
A,13,Ian Connors '13,George Washington University,105
A,14,Don Hause III '14,St. Mary's College of Maryland,120
