Division,Placement,Skipper,Team,Total Score
A,1,Kevin Laube '14,Stanford University,39
A,2,Jake Reynolds '16,College of Charleston,45
A,3,Nevin Snow '16,Georgetown University,46
A,4,William Macdonald '15,Roger Williams University,51
A,5,Olin Paine '16,Fordham University,52
A,6,Wesley Byrne '13,Eckerd College,59
A,7,Domenic Bove '15,Boston College,63
A,8,Dillon Paiva '13,Old Dominion University,86
A,9,Michael Grove '14,U. S. Naval Academy,86
A,10,Shane Young '14,California State University Long Beach,98
A,11,Chloe Lepert '15,Massachusetts Institute of Technology,99
A,12,Lindsay Grove '13,Santa Clara University,101
A,13,Madeline Kennedy '14,University of Hawaii,102
A,14,Cameron Hutcheson '14,University of Southern California,108
A,15,Matthew Morris '16,University of California at San Diego,109
A,16,Ginger Luckey '16,University of California at Santa Barbara,131
A,17,Emelia Pelliccio '13,University of California at Los Angeles,135
A,18,Scott Doyle '14,California Maritime Academy,150
A,19,Michael Cornew '13,Northwestern University,150
A,20,Casey Pruitt '13,Western Washington University,153
A,21,Gregory Dair '15,California State University Channel Islands,158
A,22,Brian Hoover '12,University of California at Irvine,162
A,23,Joshua Goldberg '14,University of California at Berkeley,163
A,24,Philip Gordon '12,University of Oregon,165
A,25,Ellen Nielsen '15,University of Texas,176
A,26,Shaun Prestridge '13,Cal Poly University S.L.O.,180
A,27,Steven Cassingham '14,Arizona State University,197
A,28,Lucas Murray '15,University of California at Davis,210
A,29,Johan Jorna '14,Portland State University,222
A,30,Emma Shaw '14,University of California at Santa Cruz,225
