Division,Placement,Skipper,Team,Total Score
C,1,Chris Barnard '13,Georgetown University,70
C,2,Olin Paine '16,Fordham University,80
C,3,John Wallace '14,St. Mary's College of Maryland,90
C,4,Michael Zonnenberg '15,University of Vermont,107
C,5,Lucas Adams '15,Brown University,110
C,6,William Sands '15,College of Charleston,120
C,7,Nick Valente '16,SUNY Maritime College,123
C,8,Christopher Stocke '15,University of South Florida,134
C,9,Max Nickbarg '14,Yale University,152
C,10,Ryan Bailey '15,Washington College,159
C,11,Marek Zaleski '16,Harvard University,167
C,12,Evan Hoffmann '14,Old Dominion University,174
C,13,Philip Youngberg '15,U. S. Naval Academy,189
C,14,Bo McClatchy '13,Dartmouth College,190
C,15,Timothy Siemers '16,Eckerd College,209
C,16,Timothy Zacher '13,Hobart and William Smith Colleges,209
C,17,Matt Jaykus '14,University of Miami,226
C,18,Cole Rice '15,Roger Williams University,232
C,19,Padraig Loughlin '15,U. S. Merchant Marine Academy,284
C,20,Aaron Babier '15,Queen's University,316
