Division,Placement,Skipper,Team,Total Score
B,1,Marissa Golison '16,St. Mary's College of Maryland,18
B,2,Christian Geary '14,Stevens Institute of Technology,23
B,3,Emma Ferris '15,U. S. Naval Academy,41
B,4,Mary Buhl '14,Christopher Newport University,42
B,5,Chris Myers '15,Drexel University,50
B,6,Sarah Gross '15,Princeton University,53
B,7,Jennifer Kempton '13,Ocean County College,57
B,8,Trevor VonKaenel '13,Villanova University,65
B,9,Courtney Williams '14,Rutgers University,70
B,10,James Rush '14,University of Maryland/Baltimore County,88
B,11,Siobhan Ryan '16,Washington College,92
