Division,Placement,Skipper,Team,Total Score
B,1,Connor Godfrey '16,Fordham University,33
B,2,Christopher Stessing '14,University of Virginia,39
B,3,Christina Johns '13,University of Pennsylvania,39
B,4,Chris Myers '15,Drexel University,56
B,5,Scott Guinn '15,William and Mary,61
B,6,Douglas Zangre '13,Webb Institute,65
B,7,Dante Iozzo '16,University of Buffalo,78
B,8,Harmen Rockler '13,Syracuse University,89
B,9,Anders Brown '14,Queen's University,98
B,10,Jackson Dunitz '16,University of Maryland,110
B,11,George Uehling '15,Virginia Tech,128
B,12,Branham Talton '15,St. John's College,141
