Division,Placement,Skipper,Team,Total Score
B,1,Peter McGrath '13,Western Washington University,17
B,2,Robert Berry '13,University of Victoria,18
B,3,Alyce Flanagan '13,University of Washington,25
B,4,Kris Thompson '16,University of Washington,32
B,5,Ryan Fritsen '14,University of Oregon,43
B,6,Scott Van Bergen '15,Portland State University,43
B,7,Margaret Okrasinski '15,Western Washington University,45
B,8,none,Oregon State University,46
B,9,Halloran Garvey '15,Lewis and Clark College,48
B,10,Kaili Swetland '14,University of Oregon,50
B,11,none,University of British Columbia,53
B,12,Emma Franz '15,University of Puget Sound,70
