Division,Placement,Skipper,Team,Total Score
A,1,Philip Gordon '12,University of Oregon,20
A,2,none,University of Washington,23
A,3,Casey Pruitt '13,Western Washington University,30
A,4,Lily Grimshaw '15,University of Washington,39
A,5,Debbi Kenote '13,Western Washington University,45
A,6,Manuel Gomez '17,University of Victoria,47
A,7,Brian Hickman '15,Oregon State University,57
A,8,Robin Gropp '16,Lewis and Clark College,67
A,9,Eliza Pearce '15,University of Oregon,75
A,10,Johan Jorna '14,Portland State University,77
A,11,none,University of British Columbia,79
A,12,William Service '15,University of Puget Sound,90
