Division,Placement,Skipper,Team,Total Score
A,1,Alejandro Ruiz-Ramon '15,Tufts University,40
A,2,Avery Fanning '16,U. S. Coast Guard Academy,48
A,3,William Bowman '14,Boston College,56
A,4,Caleb Armstrong '16,University of Rhode Island,60
A,5,Adam Ceely '15,University of Vermont,62
A,6,Kyle Carney '13,Salve Regina University,70
A,7,Maarten Eenkema Van Dijk '14,Northeastern University,74
A,8,Gabriel Salk '14,Connecticut College,81
A,9,Michael Croteau '15,Bowdoin College,93
A,10,Ian Hollerbach '14,Roger Williams University,105
A,11,Molly Haley '13,Wesleyan University,105
A,12,Michael Rottier '15,University of Connecticut,111
A,13,Ian Paice '13,Boston University,111
A,14,Will Humphrey '14,University of New Hampshire,122
A,15,Timothy Harding '15,Brown University,125
A,16,Andrew McHenry '13,Maine Maritime Academy,152
A,17,Sean Willerford '14,Middlebury College,153
A,18,Tristan Janowicz '16,Providence College,163
A,19,Karl Ryder '16,Massachusetts Maritime Academy,169
