Division,Placement,Skipper,Team,Total Score
A,1,Haley Powell '13,Roger Williams University,61
A,2,Emily Billing '13,Yale University,65
A,3,Chloe Lepert '15,Massachusetts Institute of Technology,66
A,4,Mariel Marchand '13,Tufts University,70
A,5,Deirdre Lambert '15,Dartmouth College,79
A,6,Sky Adams '14,Brown University,89
A,7,Olivia Crane '15,University of Vermont,94
A,8,Morgan Russom '14,Harvard University,104
A,9,Lauren Cefali '15,U. S. Coast Guard Academy,126
A,10,Liz Dubovik '15,Connecticut College,138
A,11,Mackenzie Needham '15,University of Rhode Island,139
A,12,Sarah Fiske '13,Bowdoin College,144
A,13,Elizabeth Glivinski '14,Boston University,147
A,14,Tasha Greenwood '15,Northeastern University,150
A,15,none,Wellesley College,224
