Division,Placement,Skipper,Team,Total Score
A,1,Gordon Wolcott '13,University of Virginia,29
A,2,Evan Hoffmann '14,Old Dominion University,36
A,3,Victor Diaz De Leon '14,St. Mary's College of Maryland,43
A,4,Daniel Eichler '13,Georgetown University,43
A,5,Ben Buhl '16,Christopher Newport University,56
A,6,Michael Popp '16,U. S. Naval Academy,62
A,7,Nicholas Price '16,Virginia Tech,62
A,8,Ian Connors '13,George Washington University,85
A,9,Alex Reynolds '14,Fordham University,104
A,10,Jaclyn Hollander '15,Old Dominion University,115
A,11,Giuditta Di Laghi '16,Hampton University,118
A,12,Bill Parker '14,William and Mary,120
A,13,Ryan Gallagher '13,Salisbury University,132
A,14,Jackson Dunitz '16,University of Maryland,150
