Division,Placement,Skipper,Team,Total Score
A,1,Olin Paine '16,Fordham University,4
A,2,Nick Valente '16,SUNY Maritime College,16
A,3,Alex Jacob '16,Fordham University,19
A,4,Nathan Fast '14,Webb Institute,19
A,5,Timothy Zacher '13,Hobart and William Smith Colleges,21
A,6,Wheeler Morris '16,Hobart and William Smith Colleges,24
A,7,Mike Carr '15,SUNY Maritime College,30
A,8,Andrew Bates '15,U. S. Merchant Marine Academy,31
A,9,Nicholas LaChance '16,Hobart and William Smith Colleges,35
A,10,Austin Neuman '16,U. S. Merchant Marine Academy,36
A,11,John Darby '14,Hobart and William Smith Colleges,39
A,12,Dylan Marohn '16,U. S. Merchant Marine Academy,41
A,13,Samuel Watterson '16,U. S. Merchant Marine Academy,45
A,14,Scott Lubliner '13,SUNY Maritime College,45
A,15,Harmen Rockler '13,Syracuse University,60
A,16,none,Queen's University,72
A,17,none,Queen's University,72
