Division,Placement,Skipper,Team,Total Score
B,1,Alex Jacob '16,Fordham University,32
B,2,Louis Padnos '14,Hobart and William Smith Colleges,37
B,3,Julia Paxton '14,SUNY Maritime College,55
B,4,Alden Sonnenfeldt '13,Cornell University,58
B,5,Charles Peck '15,U. S. Naval Academy,63
B,6,Robert Boger '13,U. S. Merchant Marine Academy,66
B,7,Dylan Froriep '15,Webb Institute,87
B,8,Irene Jacqz '13,Columbia University,96
B,9,Luke Miller '15,University of Buffalo,127
B,10,David Kagan '15,Queen's University,132
B,11,Catalina Sposato '15,Rensselaer Polytechnic Institute,133
B,12,Henry Spalding '14,Syracuse University,154
B,13,Matthew Pavlos '15,University of Rochester,161
B,14,William Lawrie '17,Rochester Institute of Technology,168
B,15,Dalton Winternheimer '16,U. S. Military Academy,206
