Division,Placement,Skipper,Team,Total Score
B,1,Chandler Salisbury '13,Dartmouth College,27
B,2,Hanna Vincent '14,Massachusetts Institute of Technology,57
B,3,Mackenzie Needham '15,University of Rhode Island,58
B,4,Johanna Kincaid '15,Brown University,65
B,5,Mariel Marchand '13,Tufts University,67
B,6,Caitlin Watson '14,Harvard University,69
B,7,Marissa Lihan '14,U. S. Naval Academy,72
B,8,Marlena Fauer '14,Yale University,72
B,9,Carolyn Naughton '14,Boston College,75
B,10,Annie Schmidt '14,Roger Williams University,87
B,11,Lauren Cefali '15,U. S. Coast Guard Academy,88
B,12,Brooke Lyon '14,Hobart and William Smith Colleges,92
B,13,Lizzy Hamilton '15,Bowdoin College,110
B,14,Heidi Hood '16,Northeastern University,111
B,15,Erica Lush '14,Boston University,114
B,16,Colleen Hartman '13,University of South Florida,120
B,17,Liz Dubovik '15,Connecticut College,126
B,18,Mary Margaret Meehan '15,Columbia University,131
