Division,Placement,Skipper,Team,Total Score
B,1,Carolyn Naughton '14,Boston College,39
B,2,Henry O'Brien '15,University of Vermont,58
B,3,Chris Aitken '15,Providence College,59
B,4,A. Tucker Atterbury '16,Roger Williams University,59
B,5,Samuel Cushing '15,University of Rhode Island,61
B,6,Daniel Barry '15,Massachusetts Maritime Academy,64
B,7,Michael Saldi '15,Boston University,71
B,8,Erin Mullins '16,Bowdoin College,72
B,9,Jesse Thomas '17,Northeastern University,74
B,10,Casey Gowrie '16,Tufts University,79
B,11,John Silvestri '16,Salve Regina University,84
B,12,none,Bates College,93
B,13,Robert Queisser '16,Massachusetts Maritime Academy,115
B,14,Evan Olson '16,Maine Maritime Academy,127
B,15,James Fales '13,University of Connecticut,149
