Division,Placement,Skipper,Team,Total Score
B,1,Carolyn Naughton '14,Boston College,81
B,2,Emily Billing '13,Yale University,93
B,3,Chandler Salisbury '13,Dartmouth College,93
B,4,Mariel Marchand '13,Tufts University,101
B,5,Annie Schmidt '14,Roger Williams University,108
B,6,Hanna Vincent '14,Massachusetts Institute of Technology,148
B,7,Liz Dubovik '15,Connecticut College,150
B,8,Amy Baxter '13,Eckerd College,153
B,9,Lizzy Hamilton '15,Bowdoin College,163
B,10,Johanna Kincaid '15,Brown University,165
B,11,Sophie Bermudez '16,Harvard University,176
B,12,Jennifer Borshoff '15,Cornell University,181
B,13,Emma Ferris '15,U. S. Naval Academy,190
B,14,Kaitlyn Norton '15,University of Rhode Island,208
B,15,Heidi Hood '16,Northeastern University,237
B,16,Jana Gailiunas '16,University of Vermont,273
B,17,Mary Margaret Meehan '15,Columbia University,276
B,18,Katelyn Richerts '16,Boston University,284
