Division,Placement,Skipper,Team,Total Score
A,1,Ben Buhl '16,Christopher Newport University,38
A,2,Nicholas Clemence '15,St. Mary's College of Maryland,52
A,3,Alex Ramos '15,U. S. Naval Academy,53
A,4,Gerard Tonachel '13,Stevens Institute of Technology,54
A,5,Samuel Bedinger '13,Washington College,77
A,6,none,Kean University,80
A,7,Michael Russom '13,University of Pennsylvania,80
A,8,Samantha Gebb '14,Princeton University,90
A,9,Adam Keally '15,Fordham University,118
A,10,Conor Cashel '14,Columbia University,123
A,11,Joan Boyle '14,Drexel University,124
A,12,Zachary Schippe '14,Ocean County College,124
A,13,John Shanahan '16,Penn State University,128
A,14,none,American University,155
A,15,Trevor VonKaenel '13,Villanova University,160
A,16,Laine Meelheim '13,Rutgers University,179
A,17,Caitlin McEwen '14,University of Delaware,196
A,18,Adam Rybczynski '14,University of Maryland/Baltimore County,210
